id,penalty,l1_ratio,alpha,max_iter,random_state,n_jobs,n_samples,n_features,n_classes,n_clusters_per_class,n_informative,flip_y,scale,time
199,l2,0.6811948891047337,0.01,615,41,8,835,968,4,4,8,0.03786866941148616,76.14430324896632,0.7061080932617188
200,l1,0.1047569726875942,0.001,816,698,2,709,649,2,3,6,0.09096802359307715,31.686328614606296,2.124569892883301
201,elasticnet,0.2632359551143699,0.0001,396,56,1,228,377,2,3,8,0.09625129954109479,17.19418181662814,0.23970365524291992
202,l2,0.3537540661228652,0.0001,771,710,1,587,673,9,4,10,0.02778595802540487,87.40698920265044,3.451908588409424
203,l2,0.6018719749362708,0.001,440,915,1,354,958,9,2,7,0.052771810850225066,40.4871549198924,1.6578505039215088
204,l1,0.8237993027367126,0.0001,649,405,4,433,610,3,3,7,0.07808736678399726,47.12155139445214,1.104804515838623
205,l2,0.8577845832332918,0.01,906,957,-1,170,255,7,4,8,0.09642682398843584,87.47826596504157,0.107818603515625
206,none,0.8902970191573856,0.001,319,173,-1,201,813,6,3,11,0.04975054602320637,15.296859343523856,0.10725212097167969
207,l2,0.42755565861382216,0.01,357,446,2,974,619,7,4,8,0.013651033383545785,29.30393642286195,1.2044808864593506
208,elasticnet,0.20658987373131482,0.001,283,573,1,155,102,9,5,11,0.08009254063297269,49.90142967631768,0.29526495933532715
209,none,0.28396959038493985,0.0001,733,646,8,795,355,10,5,8,0.06404990092499006,58.05266140660743,0.8046267032623291
210,l2,0.5516020237920932,0.01,113,943,1,377,988,3,4,6,0.04491077163333054,33.73631680033075,0.15818166732788086
211,l1,0.8412596356730938,0.0001,513,135,2,234,949,2,5,10,0.023122336320453452,21.755904754959207,0.6256504058837891
212,l2,0.8836458626963509,0.001,850,424,1,377,579,2,3,6,0.09570394472490269,8.534303195104645,0.23484063148498535
213,l1,0.6889750181092928,0.0001,425,124,8,308,796,3,2,5,0.09027198346266226,61.58512103055629,0.7037601470947266
214,none,0.24108648752262074,0.01,755,904,2,528,382,10,5,11,0.045647421185978955,47.76189130022556,1.303739309310913
215,l2,0.7241782105061682,0.01,537,572,-1,112,538,7,3,9,0.03334984778664287,35.905683206151316,0.10715770721435547
216,l2,0.1295120902821963,0.01,577,315,4,527,653,3,4,8,0.08138171410733275,59.462665231539575,0.3029446601867676
217,l1,0.45890907766491706,0.01,141,737,-1,141,430,9,4,8,0.07691022779292221,49.31175810924537,0.10741925239562988
218,elasticnet,0.15663124260513303,0.001,863,34,8,153,599,3,5,10,0.0081185720612605,58.65943816941879,0.7043435573577881
219,l2,0.22645705646327174,0.0001,302,387,-1,492,439,8,4,10,0.010203181760176084,31.431692303807626,0.2075972557067871
220,l2,0.3967154631004485,0.01,372,145,2,674,138,8,5,9,0.07426437545523346,99.02982838847213,0.4024529457092285
221,elasticnet,0.6261657802913727,0.0001,221,41,8,711,220,6,3,10,0.06843700970866277,96.0928508797896,0.40419554710388184
222,elasticnet,0.258453450183217,0.001,827,675,4,769,311,8,3,10,0.03043364775330696,19.645435339030797,3.207444906234741
223,l1,0.5656626075802963,0.001,393,599,-1,432,810,9,3,7,0.07022162814633323,69.88694112387113,1.0099401473999023
224,none,0.41303841132486363,0.001,894,835,2,104,558,3,5,10,0.0716614445770313,90.08493936528183,0.20209956169128418
225,l2,0.5499153516382241,0.001,153,389,8,122,997,8,5,11,0.03225352155376665,87.65179611931359,0.10327720642089844
226,none,0.21345632866688213,0.001,152,955,8,103,580,6,2,7,0.0608692939095401,19.81709474941715,0.10331320762634277
227,l2,0.301855314292036,0.0001,152,277,8,651,753,6,4,8,0.05808079019623938,41.82658722551527,0.10385847091674805
228,elasticnet,0.5561203706789659,0.001,473,474,8,590,127,9,3,11,0.0558196267720768,86.97189915646833,0.7042505741119385
229,l1,0.3166240197472667,0.0001,633,309,-1,479,472,8,3,9,0.04686609575467629,58.62611564860926,1.1098337173461914
230,l1,0.5500045811032489,0.001,479,481,4,308,297,3,2,7,0.045587041607993865,14.512816030489038,0.3037443161010742
231,l1,0.3803012432976217,0.01,115,207,2,175,680,9,3,9,0.07119710293113543,58.83797459968731,0.402446985244751
232,none,0.5254533332167161,0.01,603,292,4,311,198,4,4,9,0.01708857185942525,39.70125956230075,0.10239195823669434
233,l1,0.3809095645300721,0.001,323,768,8,551,950,6,2,6,0.0395083538612278,72.2394632171562,1.2057507038116455
234,none,0.5266158130268178,0.001,648,895,1,141,845,2,2,7,0.065492942499997,8.05319804335247,0.09664607048034668
235,none,0.6379151772556828,0.0001,199,856,-1,555,829,9,2,10,0.030205588381164383,63.10766714456351,0.2088913917541504
236,l1,0.6629350977645654,0.001,573,927,4,933,726,2,2,6,0.018096685922015687,44.294349617420345,2.1224770545959473
237,l2,0.41924729278077244,0.001,244,819,1,595,867,3,5,8,0.022633558332536288,17.34952394129093,0.47243261337280273
238,l2,0.46301307129553404,0.001,375,949,1,920,219,8,4,11,0.03952148114682174,52.40669134058462,1.1094911098480225
239,elasticnet,0.2576719516899044,0.01,873,263,1,379,259,9,4,11,0.038463372613141936,63.2049362426962,5.111808776855469
240,elasticnet,0.5282006557805844,0.01,631,934,4,447,902,2,3,7,0.06471450385684106,90.02432770543838,1.714421272277832
241,none,0.2689620360839934,0.01,667,159,4,670,308,6,3,7,0.05759797714390084,40.648701980112676,0.6040012836456299
242,l2,0.7090149857816743,0.001,208,482,2,635,849,7,2,10,0.009774322770270261,15.234230960664489,0.6034440994262695
243,l1,0.26628337506342026,0.01,604,2,2,947,711,10,3,8,0.07778009644582368,70.02027112054844,13.12324333190918
244,none,0.6071533916120477,0.0001,598,707,2,359,317,4,3,7,0.09949408549366112,60.451248961673016,0.3036799430847168
245,elasticnet,0.4541227614068222,0.001,750,990,1,839,555,5,3,10,0.01462929543535927,47.545220393887256,12.00586462020874
246,elasticnet,0.34617431965260703,0.0001,445,732,4,219,838,8,3,11,0.08888606221742625,87.66276036802934,1.3052465915679932
247,l1,0.15392329836779617,0.0001,343,328,2,739,1000,4,5,8,0.0913911519158001,85.85950383553183,3.00759220123291
248,l2,0.4553401378670612,0.0001,840,589,4,564,532,8,4,9,0.011776700227639138,26.461881681706842,0.8043596744537354
249,l2,0.8128967993563387,0.0001,555,541,-1,825,282,7,5,12,0.012398543777902261,73.46217275599204,0.40904736518859863
250,l2,0.4631071850109628,0.0001,876,295,2,343,294,3,5,10,0.09430945846070943,64.38227432169435,0.30239319801330566
251,l1,0.5428561353246224,0.01,292,420,8,958,451,10,3,10,0.04355785070634736,76.83492591357765,1.8071098327636719
252,elasticnet,0.3342120942130231,0.01,376,867,-1,246,344,6,2,7,0.08636433176261898,98.21859085620441,0.30951523780822754
253,elasticnet,0.8168845648561165,0.001,205,542,8,604,513,10,4,10,0.0383796817524026,32.50078105191439,1.105271339416504
254,none,0.2817294258016661,0.001,614,358,2,457,301,7,2,7,0.05639987444777392,28.153323901209966,0.5024499893188477
255,l2,0.213445004193653,0.001,983,501,8,593,449,5,3,6,0.025675032449043844,24.288953459871237,0.4037342071533203
256,elasticnet,0.4117298857799382,0.0001,530,508,1,298,806,9,2,7,0.09944257218169278,75.9669590277855,7.961787462234497
257,l2,0.8542512580087473,0.01,267,586,1,857,906,9,2,11,0.04883654702755319,83.1574882280945,2.3274550437927246
258,l2,0.23267012526763475,0.01,822,93,4,227,280,10,5,9,0.0055867645694754,92.82015222930463,0.3033943176269531
259,none,0.2732034276299883,0.01,562,684,4,420,127,5,3,6,0.06116040346654792,92.81157275820225,0.20249295234680176
260,l1,0.3574097713763694,0.001,614,601,8,961,261,7,3,10,0.014543625963910935,59.52927707377183,1.4071846008300781
261,elasticnet,0.8793032782639728,0.0001,693,848,4,139,604,5,3,9,0.08836883844397625,29.640566218982208,0.9042344093322754
262,l2,0.18561356079909094,0.0001,300,735,4,546,709,10,2,9,0.03713655788166217,61.71630324790307,0.5036337375640869
263,elasticnet,0.5267902925343443,0.01,520,82,-1,826,251,3,3,8,0.05181216995597498,40.307477698614726,1.0091896057128906
264,l1,0.43791252914229284,0.0001,729,58,1,264,610,2,4,6,0.08344932748531336,71.03046769657138,0.6314926147460938
265,none,0.5796404928761751,0.001,135,1000,8,621,639,10,2,9,0.084696681127097,92.02280648527876,0.203840970993042
266,none,0.5631754082508357,0.0001,297,867,4,688,223,6,5,7,0.08633608642692062,40.46005809608492,0.20263934135437012
267,l2,0.8698991953075892,0.01,784,328,1,988,672,8,3,8,0.0874512961686986,19.0230940158386,5.284466028213501
268,l1,0.7267294636348363,0.01,525,342,-1,601,507,10,3,8,0.08912108150321627,23.01842919163076,1.3090581893920898
269,l1,0.5040717870180715,0.0001,808,580,-1,413,612,2,2,6,0.06960853783966729,82.08141410369863,1.1026954650878906
270,elasticnet,0.6705073238928987,0.0001,703,59,2,273,279,5,2,9,0.023497240794872032,30.273037528140794,1.3045251369476318
271,elasticnet,0.6037226709907044,0.01,836,293,-1,369,117,8,5,11,0.06545198645877313,93.96110909771731,0.6086134910583496
272,elasticnet,0.6029588224920704,0.001,794,283,4,344,439,6,3,9,0.06478762193845909,57.225847782144044,2.005967140197754
273,l1,0.5407302046653365,0.0001,580,946,8,280,359,3,2,6,0.041096027600383625,31.014991029733515,0.40436816215515137
274,l1,0.7630654848625498,0.01,993,862,8,639,701,5,5,8,0.004838267441750166,2.0574632747471666,2.8085217475891113
275,elasticnet,0.6170371256724615,0.0001,536,761,8,138,186,8,5,9,0.01022948268260352,8.048711186321425,0.20386600494384766
276,elasticnet,0.6823302579137946,0.001,306,393,1,586,930,10,3,8,0.0811061460809339,63.57705413672486,11.549251556396484
277,elasticnet,0.6932863356493985,0.0001,462,621,4,832,101,5,2,6,0.06400975549161725,32.80530817302885,0.804394006729126
278,none,0.27094315520973633,0.0001,123,849,-1,844,127,10,5,8,0.027965427105327324,45.92429954545563,0.10759782791137695
279,none,0.1380152303873069,0.001,470,141,2,467,586,6,2,6,0.017550371322362868,7.089536258564589,0.6029171943664551
280,l2,0.45154257612144644,0.01,752,164,4,683,519,8,5,8,0.09531736757451692,70.48818680824628,0.8035857677459717
281,l1,0.776230968769072,0.01,305,25,1,355,964,6,3,8,0.014793326653496608,55.89243652604159,3.404470205307007
282,elasticnet,0.4218348492907763,0.001,273,677,1,582,139,8,3,8,0.005061599278581842,19.406644888261273,1.3158214092254639
283,none,0.3755761837043974,0.01,139,852,8,248,439,2,2,7,0.08842578888895625,88.84287506304793,0.0205380916595459
284,none,0.4561527160954686,0.01,976,59,4,956,958,5,4,11,0.06123708960316679,63.13834895709213,2.4076411724090576
285,l1,0.19925949877778182,0.0001,569,863,4,445,974,3,3,9,0.09505260533279582,50.0668140484763,1.504990577697754
286,l1,0.3092514997014645,0.001,778,391,1,799,302,5,4,9,0.015451061856232262,82.09912188613876,5.5069074630737305
287,l1,0.44165539594862435,0.0001,837,28,1,347,796,5,3,9,0.09948447576857616,98.15284546538167,6.247674226760864
288,none,0.7753879749735182,0.0001,768,336,8,814,757,4,5,11,0.08600143190375023,87.74699773651501,0.7051961421966553
289,l2,0.2740712494686227,0.01,790,534,8,746,729,4,5,9,0.044697938265128315,66.99391135459243,0.6049685478210449
290,l2,0.7652208132850457,0.001,800,824,4,221,126,7,2,9,0.05243373669964722,10.510293075429072,0.10230016708374023
291,elasticnet,0.17617464274095218,0.0001,365,775,2,714,827,7,3,8,0.094209770297169,14.625491276872904,6.31220006942749
292,none,0.11295574757766094,0.01,489,981,2,678,498,9,2,10,0.0822748153753752,4.809377556464494,1.3047022819519043
293,elasticnet,0.8757784296481755,0.01,456,732,-1,706,684,3,3,7,0.08481284530984012,64.63121920854394,1.7098114490509033
294,l1,0.41278656208753595,0.001,529,578,8,207,539,5,4,8,0.09772317885396536,17.650480081013967,0.4042210578918457
295,elasticnet,0.43350407894198006,0.001,783,985,-1,396,465,3,3,8,0.023697176991657333,87.9982470430323,1.209336757659912
296,none,0.5610354615345274,0.0001,427,946,-1,220,596,5,5,11,0.014499666129092748,62.01320446260648,0.10556793212890625
297,elasticnet,0.5039956066535978,0.001,344,849,4,217,657,9,3,11,0.07457402341513131,88.0320894196407,1.103881597518921
298,elasticnet,0.23378871653771593,0.0001,616,565,1,281,634,5,4,8,0.03691688877799964,18.678012641180803,3.8072712421417236
299,none,0.5828800730655845,0.0001,926,876,4,736,947,9,5,10,0.0344847570536213,82.86012184298131,2.4080729484558105
300,none,0.43417141139985926,0.0001,582,618,2,329,807,2,3,9,0.08631307386760953,12.264908801217194,0.1912827491760254
301,l1,0.70537458048411,0.001,617,424,2,927,483,3,5,10,0.06705190984103804,7.466623126844647,3.3078455924987793
302,elasticnet,0.517250363248214,0.0001,152,300,2,925,794,7,3,8,0.07242624756934993,92.80356795904818,3.308806896209717
303,l2,0.6423425218428966,0.001,238,690,2,716,665,8,3,8,0.08828094077915849,7.693238456524668,0.6038503646850586
304,elasticnet,0.7146716641727489,0.001,222,703,4,801,933,4,4,10,0.08210359543333857,93.81580255268966,1.307037591934204
305,l1,0.6683025349651633,0.0001,616,989,1,625,466,2,5,10,0.07430449941709587,4.31648374491884,0.9786906242370605
306,l2,0.44099468612130754,0.0001,531,346,2,872,865,3,3,10,0.09546865869291216,25.587112409355147,1.1049551963806152
307,elasticnet,0.796891033858563,0.01,535,769,1,990,172,7,5,8,0.0016621483520442904,86.606535823213,4.810920000076294
308,elasticnet,0.3727319266642172,0.001,478,419,4,779,361,6,5,7,0.09697165660742563,4.322250273547947,2.1073248386383057
309,l2,0.6137900621714514,0.0001,765,485,1,582,810,2,3,9,0.08011499292173363,8.317359368131896,0.45099663734436035
310,none,0.5633048314510419,0.001,978,449,2,304,133,2,4,10,0.05110550598260819,60.03386954097821,0.0595855712890625
311,none,0.8232400107153116,0.001,865,555,-1,630,592,5,5,11,0.07999340898096156,6.0546560628987995,0.507925271987915
312,l1,0.868280794481344,0.0001,610,312,4,898,835,10,2,8,0.013573073360133593,23.75979831957154,8.11675500869751
313,none,0.78861629779875,0.0001,236,194,-1,667,786,7,4,11,0.028095451859905796,5.6215199590031535,0.31032252311706543
314,l2,0.2173978598055566,0.001,288,34,-1,945,845,4,2,6,0.0391693944796135,86.92928175795097,0.4092385768890381
315,none,0.8211030763229221,0.0001,592,488,1,686,197,2,3,7,0.01140474794932832,48.60620537112439,0.11365032196044922
316,none,0.20746004261897444,0.01,808,893,8,242,787,7,5,11,0.04646790325422293,86.5003880626495,0.3037374019622803
317,l2,0.22551689732283153,0.001,881,31,4,678,287,3,3,9,0.03831578832700164,45.629674240782414,0.4028310775756836
318,none,0.5504611991485406,0.0001,899,345,1,101,205,9,3,9,0.03717523617250751,32.009997198959894,0.23250699043273926
319,l1,0.10373057259660215,0.001,602,734,8,511,798,8,5,12,0.011285020467111873,67.87913646288966,1.7060561180114746
320,elasticnet,0.2770998201091369,0.001,349,22,8,187,179,3,4,9,0.08384122782570577,75.25448501946025,0.10331892967224121
321,none,0.8942219436063799,0.01,139,683,4,768,967,10,3,8,0.014289852686718497,58.91636278835778,0.5040841102600098
322,none,0.48142687144257945,0.01,300,110,2,352,470,7,5,8,0.0388754651313631,48.294303129340776,0.30239319801330566
323,l2,0.1948294997147656,0.001,658,521,-1,449,170,8,3,9,0.034593512429004325,86.83723069025747,0.2069869041442871
324,l2,0.34104621783279354,0.01,116,298,2,824,181,3,2,8,0.03935577597684589,23.982363619766453,0.10222268104553223
325,none,0.5601940633707123,0.01,646,38,8,522,159,6,2,8,0.002310324688491139,47.49787544002635,0.20317554473876953
326,l2,0.879644743758197,0.0001,371,215,1,480,798,4,5,8,0.009673326818818896,47.70009537367684,0.708979606628418
327,l2,0.6459460240773545,0.001,728,620,8,413,122,10,3,7,0.05357140915345481,79.57218658445196,0.3035616874694824
328,elasticnet,0.5836991033129569,0.0001,662,701,-1,390,620,8,4,11,0.08665627669800689,96.83373629840372,1.40901780128479
329,elasticnet,0.8983317993151931,0.01,982,970,4,145,603,9,4,10,0.003463822006071793,32.031132259747395,1.9053356647491455
330,l2,0.5347695308675328,0.01,219,868,1,439,962,7,5,11,0.09425649701056202,99.60196349544724,0.8032112121582031
331,l2,0.5770218253605761,0.0001,117,511,1,282,261,10,3,11,0.005915473407919591,72.78037416079125,0.12375640869140625
332,l1,0.5646030712325081,0.0001,255,457,4,399,621,2,2,8,0.04558289011788419,48.04716761460414,0.3570988178253174
333,none,0.2748316545635304,0.001,476,892,4,664,139,4,2,6,0.05921709810567204,92.7589463791234,0.20267176628112793
334,l2,0.15685208945128012,0.01,207,355,-1,429,887,2,5,9,0.05257803768846808,29.699416933458888,0.09872674942016602
335,none,0.403267276458547,0.01,610,705,8,631,167,2,5,10,0.07212443131696439,98.77593305027281,0.11897873878479004
336,none,0.48458570432097847,0.001,105,318,1,421,922,6,2,9,0.0647463683770601,27.913306112839965,0.30777478218078613
337,elasticnet,0.5159092860775808,0.01,859,336,2,931,954,6,2,7,0.0454720194257982,72.01273202294206,16.328429698944092
338,l2,0.1875858885607225,0.0001,371,55,1,134,591,5,3,10,0.01974286154724582,1.805874287433081,0.18941521644592285
339,l1,0.31307305146298525,0.001,450,504,1,706,517,4,3,8,0.07985143643970913,46.855636872591205,3.6605441570281982
340,none,0.6480317434109815,0.01,683,962,1,242,782,3,2,5,0.09941691427284799,59.1055838592724,0.4799532890319824
341,none,0.4634895679389398,0.0001,790,445,4,320,310,7,4,9,0.08751646223053579,42.332013154471,0.3029944896697998
342,none,0.7514326621323085,0.0001,475,92,2,214,491,8,5,10,0.038415342237510475,95.85203671885024,0.3051469326019287
343,l1,0.4725495981051734,0.0001,359,65,4,774,683,4,3,10,0.001681167184514154,45.645668772140354,1.2046277523040771
344,none,0.686315778809197,0.001,332,317,8,756,462,4,5,9,0.025512636472351483,16.942874631879807,0.2036423683166504
345,elasticnet,0.46785986929211787,0.01,935,190,8,435,492,7,2,10,0.0887163194876338,92.3342303111538,1.806389570236206
346,elasticnet,0.23873299588387786,0.0001,869,520,1,474,903,10,5,10,0.0781978163149837,54.37229316855851,25.807825326919556
347,elasticnet,0.25603726838524554,0.01,875,989,1,587,279,10,2,8,0.035791808647046855,25.978782335515966,8.465113162994385
348,l1,0.6427639054978387,0.0001,176,1000,4,632,372,9,3,8,0.08810656280003114,95.11219004490222,0.804142951965332
349,elasticnet,0.8198848698637454,0.0001,291,78,4,413,524,3,5,9,0.06784203636035334,81.91056758530992,0.6034059524536133
350,elasticnet,0.5146527001685253,0.0001,958,767,-1,961,539,5,3,8,0.013046459334129146,68.12005901230735,4.21463418006897
351,l2,0.8838931305494749,0.01,370,608,-1,934,369,9,3,8,0.09530861471562446,77.30154293577861,0.4068934917449951
352,l2,0.8990709873545163,0.001,255,446,8,108,185,5,3,9,0.013927878981683428,75.18023123813624,0.10294914245605469
353,l2,0.17974519895232774,0.0001,638,573,-1,273,537,6,4,8,0.041597630536077304,68.03515642410402,0.20752811431884766
354,l1,0.3520061257700422,0.001,325,443,-1,324,784,2,3,8,0.04294157176925367,78.35298996992901,0.4531581401824951
355,l1,0.5818745170689511,0.001,235,520,2,906,678,5,4,11,0.09114821320143808,11.79061278543465,2.6087536811828613
356,l1,0.1478735749675787,0.001,699,244,1,819,490,5,3,10,0.02033817036293295,41.007590260483866,7.742846488952637
357,none,0.6674439791941787,0.0001,797,313,-1,178,784,9,2,11,0.036445025122602295,7.893251093671026,0.30898499488830566
358,l1,0.1896351333024594,0.0001,663,934,-1,338,322,5,4,9,0.06929764026664725,6.2784003210280295,0.6073815822601318
359,l1,0.7808962613404845,0.0001,323,952,4,328,969,4,5,7,0.07451136378936886,49.96532974021448,0.7036981582641602
360,l1,0.21991278639572676,0.0001,941,23,2,396,258,4,2,8,0.04717610954547165,7.4388547515782735,1.5044658184051514
361,elasticnet,0.2903440048683782,0.001,984,853,8,312,945,7,3,11,0.06790954469135005,15.075851565987643,2.2083938121795654
362,none,0.5924265973842514,0.0001,597,925,8,825,849,8,2,7,0.06298321252878887,34.991963552813296,0.7063045501708984
363,l1,0.6268952923862037,0.001,465,809,2,206,797,8,4,10,0.024918274929587616,43.92012300477089,1.904524326324463
364,none,0.8152343011291514,0.01,935,601,-1,852,275,9,2,11,0.04512516366346826,12.46942193590463,0.6089475154876709
365,l1,0.6988087020499778,0.0001,840,43,-1,873,691,3,3,6,0.03306825943765231,23.55699923284722,3.2147059440612793
366,elasticnet,0.8309165157748315,0.001,107,128,-1,410,187,8,4,8,0.07965386187485651,52.12587610518362,0.20869731903076172
367,l1,0.42594767113192356,0.0001,515,560,-1,171,256,3,3,10,0.02513181657304794,34.78969077292542,0.2065563201904297
368,l2,0.7019201318954277,0.001,708,249,8,607,172,7,4,8,0.002529846884332077,77.7634787620365,0.30386829376220703
369,l2,0.7063463517905355,0.01,384,718,2,266,938,9,5,10,0.032010934767027176,65.15454663406169,0.7028627395629883
370,l2,0.8102550618038826,0.001,165,520,8,636,613,4,4,10,0.0628880248774392,25.77771873732453,0.2038099765777588
371,elasticnet,0.49287333900124164,0.01,220,117,-1,694,787,10,5,9,0.05143449430481056,40.72112606993357,1.1079800128936768
372,none,0.7860048900680273,0.001,955,142,8,946,449,4,3,8,0.09049209213368813,17.240574061215227,0.8051967620849609
373,l2,0.12353700077843738,0.001,969,642,4,421,474,9,2,7,0.0637357641936664,70.55547640850016,0.8036549091339111
374,elasticnet,0.7440734266963616,0.01,926,465,4,417,195,9,4,9,0.04651305470134377,41.968123076170826,1.805424690246582
375,elasticnet,0.16439817913964241,0.0001,538,827,2,983,951,8,2,7,0.05301545555068349,33.957928318650225,15.32679009437561
376,l1,0.4783784350571588,0.01,469,133,1,301,480,2,2,6,0.004951123146873915,66.53641286099128,0.36893153190612793
377,elasticnet,0.25759826605128244,0.01,284,488,-1,938,138,10,3,7,0.04286993671265804,78.47735548161313,0.6103634834289551
378,none,0.24939528217609414,0.0001,644,525,8,596,560,9,3,8,0.02414647507086999,11.261854501131943,0.6045100688934326
379,l2,0.5910927011781547,0.0001,574,75,-1,536,503,7,4,11,0.09979442572610786,35.38308314077436,0.30794739723205566
380,none,0.5503915127654604,0.01,197,171,-1,601,932,6,2,6,0.08260301817050875,48.378626400799334,0.20820140838623047
381,none,0.2419451785598355,0.001,460,502,4,996,297,3,2,9,0.041700145848883735,53.109445226722215,0.30312371253967285
382,l1,0.49187856593100576,0.01,770,483,1,797,737,8,4,8,0.02995169048521842,69.09366263965677,20.08930253982544
383,elasticnet,0.4277404270123345,0.01,666,159,-1,590,659,2,2,7,0.040450331255127064,45.47515857762378,1.628735065460205
384,l2,0.45838961991713045,0.0001,700,636,4,181,983,9,5,9,0.0710079988885114,53.57386641533612,0.5037274360656738
385,l2,0.10594531066635629,0.001,943,986,1,660,515,3,5,7,0.02428102913316639,52.74006267526497,1.238717794418335
386,none,0.5627415669758955,0.01,821,382,8,627,443,9,2,10,0.0634033331660619,91.84288186595617,0.7053611278533936
387,none,0.3787229336803497,0.0001,1000,238,-1,631,556,8,4,12,0.08144191357588043,50.060129605148745,0.6096320152282715
388,l1,0.8156471883468577,0.001,181,878,-1,836,451,9,2,7,0.026010716099602007,27.033177118180635,0.6087791919708252
389,l1,0.560625016159579,0.001,921,203,1,182,690,5,4,9,0.011855411404143524,46.73424620773133,3.3886518478393555
390,l1,0.1686570423115649,0.001,718,289,-1,827,708,6,2,7,0.07798426248653716,72.96295067847036,2.8110275268554688
391,l2,0.6651020406490891,0.001,296,311,2,396,935,10,4,11,0.08778332528392951,33.435716728379674,0.8033618927001953
392,l2,0.7399624944189757,0.001,557,336,1,807,762,3,4,9,0.061598941322706026,72.32192352645313,1.288440227508545
393,elasticnet,0.4809182164576694,0.01,520,817,-1,117,246,7,3,11,0.062472547246989155,52.09598258748118,0.20595383644104004
394,none,0.41941354117684926,0.0001,977,933,2,686,851,2,3,5,0.036799461668518656,87.73047374579579,0.7059445381164551
395,elasticnet,0.7875221455287701,0.01,695,682,4,376,337,10,2,7,0.09568183357548561,43.93960491833785,2.104996919631958
396,elasticnet,0.3715891664275601,0.01,796,415,8,431,930,2,3,9,0.041319312686391524,31.58314249658327,1.9099042415618896
397,elasticnet,0.32538464721758986,0.0001,311,40,1,438,844,9,3,8,0.0590103786363988,31.763057124663764,7.195497751235962
398,none,0.8556478826939865,0.01,601,227,-1,709,434,10,3,9,0.07809569220295817,19.332957860466273,0.5085117816925049
399,l1,0.5199945863280542,0.0001,600,759,8,490,644,8,5,8,0.06845370598600432,50.19555900636625,1.3054003715515137
